"","X","SpawnBio_om","Recruit_0_om","F_om","SPRratio_om","SpawnBio_em","Recruit_0_em","F_em","SPRratio_em","scenario","replicate","D","F","species","year","ID","F_re","Recruit_0_re","SpawnBio_re","SPRratio_re"
"378",378,1147980000,81177100,0.135067,0.611748,1096720000,77763700,0.141014,0.622349,"D0-F1-cod",4,"D0","F1","cod",78,"D0-F1-cod-4",0.0440299999259627,-0.0420488044041977,-0.044652345859684,0.0173290309081519
"379",379,1182610000,68473700,0.132267,0.605505,1139430000,66721400,0.136898,0.613581,"D0-F1-cod",4,"D0","F1","cod",79,"D0-F1-cod-4",0.0350125125692727,-0.0255908472888131,-0.0365124597289047,0.0133376272697997
"380",380,1186930000,67480400,0.129467,0.599115,1150910000,69191000,0.133451,0.606002,"D0-F1-cod",4,"D0","F1","cod",80,"D0-F1-cod-4",0.0307723203596282,0.0253495829900238,-0.0303471982340997,0.011495288884438
"381",381,1173230000,148116000,0.126667,0.592571,1140920000,156197000,0.130316,0.598921,"D0-F1-cod",4,"D0","F1","cod",81,"D0-F1-cod-4",0.0288078189267922,0.0545585892138594,-0.0275393571592953,0.0107160154648136
"382",382,1143810000,83001600,0.123867,0.585869,1114030000,81967800,0.127215,0.591728,"D0-F1-cod",4,"D0","F1","cod",82,"D0-F1-cod-4",0.0270289907723606,-0.012455181586861,-0.0260357926578715,0.0100005291285254
"383",383,1131650000,86826200,0.121067,0.579005,1106580000,83540900,0.123669,0.583267,"D0-F1-cod",4,"D0","F1","cod",83,"D0-F1-cod-4",0.0214922315742523,-0.037837657296991,-0.0221534926876685,0.00736090361913971
"384",384,1151060000,125387000,0.118267,0.571972,1133530000,125174000,0.119964,0.57415,"D0-F1-cod",4,"D0","F1","cod",84,"D0-F1-cod-4",0.0143488885318813,-0.00169874069879653,-0.0152294406894515,0.00380787870734933
"385",385,1166410000,57079400,0.115467,0.564766,1153250000,54025600,0.116869,0.566307,"D0-F1-cod",4,"D0","F1","cod",85,"D0-F1-cod-4",0.0121419972806083,-0.053500912763624,-0.0112824821460721,0.00272856368832404
"386",386,1191860000,102553000,0.112667,0.557381,1179960000,100580000,0.113999,0.558843,"D0-F1-cod",4,"D0","F1","cod",86,"D0-F1-cod-4",0.0118224502294372,-0.0192388326036293,-0.00998439414025137,0.00262298140769054
"387",387,1219080000,73220900,0.109867,0.54981,1206950000,80331000,0.111184,0.551338,"D0-F1-cod",4,"D0","F1","cod",87,"D0-F1-cod-4",0.0119872209125579,0.0971047883869223,-0.0099501263247695,0.00277914188537854
"388",388,1.23e+09,88025400,0.107067,0.542049,1215060000,92281000,0.108696,0.544546,"D0-F1-cod",4,"D0","F1","cod",88,"D0-F1-cod-4",0.0152147720586176,0.0483451367446214,-0.0121463414634146,0.00460659460676059
"389",389,1240800000,133488000,0.104267,0.53409,1224840000,144508000,0.105634,0.535977,"D0-F1-cod",4,"D0","F1","cod",89,"D0-F1-cod-4",0.0131105718971487,0.0825542370849814,-0.012862669245648,0.00353311239678721
"390",390,1243170000,61541000,0.101467,0.525928,1231270000,59707300,0.102343,0.526502,"D0-F1-cod",4,"D0","F1","cod",90,"D0-F1-cod-4",0.00863334877349288,-0.0297963958986692,-0.00957230306394138,0.00109140414657534
"391",391,1261450000,94077200,0.0986667,0.517554,1258200000,97862100,0.0986255,0.515453,"D0-F1-cod",4,"D0","F1","cod",91,"D0-F1-cod-4",-0.000417567426497402,0.0402318521384565,-0.00257640017440247,-0.00405947978375186
"392",392,1291010000,72811200,0.0958667,0.508962,1299900000,71625900,0.0949734,0.504225,"D0-F1-cod",4,"D0","F1","cod",92,"D0-F1-cod-4",-0.00931814696865543,-0.0162790889313732,0.00688608144011278,-0.0093071781390359
"393",393,1306490000,88650500,0.0930667,0.500145,1324650000,91200800,0.0916274,0.493601,"D0-F1-cod",4,"D0","F1","cod",93,"D0-F1-cod-4",-0.0154652523405257,0.0287680272530894,0.0138998384985725,-0.0130842055803816
"394",394,1319570000,101236000,0.0902667,0.491094,1345530000,106860000,0.0884715,0.483271,"D0-F1-cod",4,"D0","F1","cod",94,"D0-F1-cod-4",-0.0198877326854755,0.0555533604646568,0.0196730753199906,-0.0159297405384712
"395",395,1325540000,66389200,0.0874667,0.481802,1356160000,60734600,0.0854891,0.473222,"D0-F1-cod",4,"D0","F1","cod",95,"D0-F1-cod-4",-0.0226097474810413,-0.085173492074012,0.0231000196146476,-0.0178081452546898
"396",396,1338500000,61087500,0.0846667,0.47226,1373960000,73336400,0.0824642,0.462736,"D0-F1-cod",4,"D0","F1","cod",96,"D0-F1-cod-4",-0.0260137692859176,0.20051401677921,0.0264923421740755,-0.0201668572396562
"397",397,1353090000,127028000,0.0818667,0.46246,1392030000,145196000,0.07967,0.452774,"D0-F1-cod",4,"D0","F1","cod",97,"D0-F1-cod-4",-0.0268326437977834,0.143023585351261,0.0287785734873512,-0.0209445141201401
"398",398,1352520000,206701000,0.0790667,0.452391,1393710000,242760000,0.0765971,0.441503,"D0-F1-cod",4,"D0","F1","cod",98,"D0-F1-cod-4",-0.031234388181118,0.174450051039908,0.0304542631532251,-0.0240676759705653
"399",399,1358650000,67985700,0.0762667,0.442044,1411230000,64854600,0.0731213,0.428341,"D0-F1-cod",4,"D0","F1","cod",99,"D0-F1-cod-4",-0.0412421148417331,-0.0460552733883743,0.038700180326059,-0.0309991765525603
"400",400,1424680000,43180600,0.0734667,0.43141,1504060000,106089000,0.0690529,0.412349,"D0-F1-cod",4,"D0","F1","cod",100,"D0-F1-cod-4",-0.0600789201093828,1.45686720425376,0.0557177752196985,-0.0441830277462275
